image_id,split,valid,image_height,image_width,mask_height,mask_width,same_shape,foreground_fraction,connected_components,empty_mask,full_mask
cju14pxbaoksp0835qzorx6g6,official_test,True,530,622,530,622,True,0.07176788206030456,1,False,False
cju15czxqp3lv0835jvhgzurz,official_test,True,547,620,547,620,True,0.27298755676121955,1,False,False
cju15jr8jz8sb0855ukmkswkz,official_test,True,528,594,528,594,True,0.31392523722069177,2,False,False
cju15l5ubz9yh0855b3ivdpse,official_test,True,547,626,547,626,True,0.03482544929940249,1,False,False
cju15mhjczc8z0801kit5c6di,official_test,True,546,624,546,624,True,0.1346858269935193,1,False,False
cju15ptjtppz40988odsm9azx,official_test,True,529,622,529,622,True,0.0594885697092737,1,False,False
cju15wdt3zla10801odjiw7sy,official_test,True,529,622,529,622,True,0.16356469465532855,2,False,False
cju160wshltz10993i1gmqxbe,official_test,True,530,607,530,607,True,0.02652077958409748,1,False,False
cju16ach3m1da0993r1dq3sn2,official_test,True,528,616,528,616,True,0.2665289256198347,1,False,False
cju16b6ynq8e40988m8vx0xnj,official_test,True,530,571,530,571,True,0.018431748339556554,1,False,False
cju16d65tzw9d0799ouslsw25,official_test,True,530,481,530,481,True,0.046722629741497664,1,False,False
cju16fpvhzypl0799p9phnlx6,official_test,True,546,626,546,626,True,0.10568584769862725,1,False,False
cju16jgnyzp970878melv7r25,official_test,True,529,560,529,560,True,0.1164461247637051,1,False,False
cju16whaj0e7n0855q7b6cjkm,official_test,True,547,626,547,626,True,0.26006798628592787,1,False,False
cju171py4qiha0835u8sl59ds,internal_val,True,530,616,530,616,True,0.36637160009801517,2,False,False
cju175facms5f0993a5tjikvt,internal_train,True,528,621,528,621,True,0.23014870931537598,1,False,False
cju17bz250pgd0799u1hqkj5u,internal_train,True,547,626,547,626,True,0.0905812126557289,1,False,False
cju17g6ykn1cs0993dww6qdi8,internal_train,True,510,605,510,605,True,0.3139912493923189,2,False,False
cju17hw9hr9c5098800fu4u8e,internal_train,True,528,623,528,623,True,0.024070966486696824,1,False,False
cju17otoe119u0799nqcbl8n1,internal_train,True,511,519,511,519,True,0.6168795176634277,1,False,False
cju17r8il13910799dr2wme2e,internal_train,True,531,622,531,622,True,0.01205636395565002,1,False,False
cju17v6ih0u7808783zcbg1jy,internal_train,True,528,622,528,622,True,0.35082943583747445,2,False,False
cju17x0j4nfc10993y31pvlgs,internal_train,True,526,459,526,459,True,0.7025646760605383,2,False,False
cju17z0qongpa0993de4boim4,internal_train,True,529,622,529,622,True,0.05080264285584036,1,False,False
cju1819curo000988pd5xcqme,internal_val,True,529,600,529,600,True,0.10738185255198487,1,False,False
cju183od81ff608017ekzif89,internal_train,True,511,622,511,622,True,0.15256322323670252,2,False,False
cju1871y11d6r0799k6cw4yze,internal_train,True,531,480,531,480,True,0.15286801632140615,1,False,False
cju18849rrsgr0988p90hkygb,internal_train,True,528,619,528,619,True,0.11467359377294757,1,False,False
cju18gzrq18zw0878wbf4ftw6,internal_train,True,546,626,546,626,True,0.07648129293496705,1,False,False
cju18ibp219ub08783i6o98g7,internal_train,True,528,615,528,615,True,0.018526730721852673,1,False,False
cju18kevfrojc0835bn90f1in,internal_train,True,528,621,528,621,True,0.053423730054164835,1,False,False
cju1alwgo30z60855fm3y23sm,internal_train,True,529,622,529,622,True,0.08492332192634286,1,False,False
cju1amqw6p8pw0993d9gc5crl,internal_train,True,547,622,547,622,True,0.02447727152489169,1,False,False
cju1aqqv02qwz0878a5cyhr67,internal_train,True,547,626,547,626,True,0.05602735805526514,1,False,False
cju1ats0y372e08011yazcsxm,internal_train,True,528,623,528,623,True,0.15589583637336446,2,False,False
cju1b0y2e396p08558ois175d,internal_train,True,546,626,546,626,True,0.04037788622453159,1,False,False
cju1b3zgj3d8e0801kpolea6c,internal_train,True,528,601,528,601,True,0.14173662582564414,1,False,False
cju1b75x63ddl0799sdp0i2j3,internal_train,True,530,549,530,549,True,0.06721998831494656,1,False,False
cju1bhnfitmge0835ynls0l6b,internal_train,True,531,622,531,622,True,0.08191182080767344,1,False,False
cju1bm8063nmh07996rsjjemq,internal_train,True,530,607,530,607,True,0.2437350408753225,1,False,False
cju1brhsj3rls0855a1vgdlen,internal_train,True,530,570,530,570,True,0.03987090367428004,1,False,False
cju1c0qb4tzi308355wtsnp0y,internal_train,True,530,622,530,622,True,0.34902626948977733,1,False,False
cju1c3218411b08014g9f6gig,internal_train,True,546,626,546,626,True,0.1589427611791829,2,False,False
cju1c4fcu40hl07992b8gj0c8,internal_train,True,546,626,546,626,True,0.054392093529473724,1,False,False
cju1c6yfz42md08550zgoz3pw,internal_train,True,530,536,530,536,True,0.2676710785694171,2,False,False
cju1c8ffau5770835g0g343o8,internal_train,True,529,622,529,622,True,0.03561594709425659,1,False,False
cju1cbokpuiw70988j4lq1fpi,internal_train,True,529,615,529,615,True,0.0421227350269722,1,False,False
cju1cdxvz48hw0801i0fjwcnk,internal_val,True,505,577,505,577,True,0.06428608198774817,1,False,False
cju1cfhyg48bb0799cl5pr2jh,internal_train,True,547,626,547,626,True,0.164171694575699,1,False,False
cju1cj3f0qi5n0993ut8f49rj,internal_train,True,530,616,530,616,True,0.23469125214408235,1,False,False
cju1cnnziug1l0835yh4ropyg,internal_train,True,531,570,531,570,True,0.19269171044371758,1,False,False
cju1cqc7n4gpy0855jt246k68,internal_train,True,529,616,529,616,True,0.034508261115066406,1,False,False
cju1csmlc4ht10799b8ymmghg,internal_train,True,546,612,546,612,True,0.13081771170006465,1,False,False
cju1cu1u2474n0878tt7v4tdr,internal_train,True,531,621,531,621,True,0.0205761316872428,2,False,False
cju1cvkfwqrec0993wbp1jlzm,internal_train,True,531,622,531,622,True,0.0421034146577773,1,False,False
cju1cyjb5qtie0993njqne9m3,internal_train,True,547,626,547,626,True,0.5072337641857124,1,False,False
cju1d31sp4d4k0878r3fr02ul,internal_train,True,529,622,529,622,True,0.08219111470407674,1,False,False
cju1d50a94qf50855wsowacrc,internal_train,True,530,622,530,622,True,0.06060183219074198,1,False,False
cju1d96gsv62d09881b3wecw2,internal_train,True,528,622,528,622,True,0.25277392088083406,1,False,False
cju1ddr6p4k5z08780uuuzit2,internal_val,True,531,570,531,570,True,0.03175075164370436,1,False,False
cju1dfeupuzlw0835gnxip369,internal_val,True,1070,1348,1070,1348,True,0.07127624171496713,1,False,False
cju1dg44i4z3w0801nyz4p6zf,internal_train,True,528,623,528,623,True,0.008840410525803784,1,False,False
cju1dhfok4mhe0878jlgrag0h,internal_train,True,546,626,546,626,True,0.06101885335112172,1,False,False
cju1dia8hvc6v098827mgffnm,internal_train,True,528,616,528,616,True,0.04244760920897284,1,False,False
cju1djtprvd7b0988thwwrg09,internal_val,True,529,590,529,590,True,0.059680881740412035,1,False,False
cju1dnz61vfp40988e78bkjga,internal_train,True,547,627,547,627,True,0.05806647248002006,1,False,False
cju1dq3x1vgx109889c7wyirg,internal_train,True,513,617,513,617,True,0.10824558244160735,1,False,False
cju1drnhbrb9409935wi7vkhg,internal_train,True,529,619,529,619,True,0.3652882415995065,2,False,False
cju1efbr0rqxz09931z0lf4vf,internal_train,True,529,622,529,622,True,0.06004169731155672,1,False,False
cju1egh885m1l0855ci1lt37c,internal_train,True,531,566,531,566,True,0.02487805527273695,1,False,False
cju1egx9pvz2n0988eoy8jp23,internal_train,True,529,622,529,622,True,0.015849233219263428,1,False,False
cju1ejj7dvqfa0835ra184v5m,internal_train,True,547,619,547,619,True,0.1495571379207485,1,False,False
cju1erep75us208553i4ofwwe,internal_train,True,547,613,547,613,True,0.1771221343767428,1,False,False
cju1euant5l960878iqj5vvto,internal_train,True,531,622,531,622,True,0.058044337868851464,1,False,False
cju1euuc65wm00799m4sjdnnn,internal_train,True,530,570,530,570,True,0.0376266137040715,1,False,False
cju1ewnoh5z030855vpex9uzt,internal_train,True,529,622,529,622,True,0.10186665369957269,1,False,False
cju1expq45zst0855rjqwwj4m,internal_train,True,529,622,529,622,True,0.28221360450768607,1,False,False
cju1f15k3w4ct0835cmde6ypo,internal_train,True,547,572,547,572,True,0.1308759795962721,1,False,False
cju1f320ewfyu0988ndz6blh5,internal_train,True,530,571,530,571,True,0.10870700194957539,1,False,False
cju1f5x1164xv08555654c24r,internal_train,True,530,622,530,622,True,0.1219165200509616,2,False,False
cju1f79yhsb5w0993txub59ol,internal_train,True,528,623,528,623,True,0.010734349919743178,1,False,False
cju1f8w0t65en0799m9oacq0q,internal_train,True,528,622,528,622,True,0.09240110104258015,1,False,False
cju1fb9236a110801yvg0fwju,internal_val,True,547,626,547,626,True,0.3166005688886812,2,False,False
cju1ffnjn6ctm08015perkg37,internal_train,True,547,626,547,626,True,0.20877163266378912,1,False,False
cju1fj6axwfp30835ukhuzhw9,internal_train,True,547,576,547,576,True,0.24395693682713793,2,False,False
cju1fjsb4sipq09931lvd8e41,internal_train,True,530,622,530,622,True,0.06953224534368743,1,False,False
cju1fm3id6gl50801r3fok20c,internal_train,True,531,622,531,622,True,0.026492512459050144,1,False,False
cju1fmsyf6gxb0801cimx2gle,internal_train,True,531,570,531,570,True,0.07944956553341924,1,False,False
cju1fr4etsmrr09933u4t4aql,internal_train,True,521,570,521,570,True,0.27968818399164896,2,False,False
cju1ftaji6isw0855108yqcse,internal_train,True,502,562,502,562,True,0.14647105528065674,1,False,False
cju1fuoa4wmc50835qfd11sp9,internal_train,True,528,621,528,621,True,0.08186331918215976,2,False,False
cju1fyb1d69et0878muzdak9u,internal_train,True,528,622,528,622,True,0.09883805904706226,1,False,False
cju1g20bdwq6u0835e16xugcd,internal_train,True,531,622,531,622,True,0.19490919880586893,1,False,False
cju1g4nsb6ngy0799l4ezm8ab,internal_train,True,529,568,529,568,True,0.10346388348997577,1,False,False
cju1gghyjwxt80835vx0wgxw0,internal_train,True,529,621,529,621,True,0.20968070889990836,1,False,False
cju1gi7jlwyld0835cdf6g6qz,internal_train,True,529,611,529,611,True,0.04720019553305963,1,False,False
cju1gkndf6yi10801o1qnje19,internal_train,True,528,623,528,623,True,0.10575356291648426,1,False,False
cju1gv7106qd008784gk603mg,internal_train,True,531,622,531,622,True,0.1496720983886497,1,False,False
cju1h5w4wxajx0835mc954kxy,internal_train,True,528,622,528,622,True,0.08458174997564065,1,False,False
cju1h89h6xbnx08352k2790o9,internal_train,True,531,570,531,570,True,0.08395942775960617,1,False,False
cju1haab178i70799tk9z8y8x,internal_train,True,531,525,531,525,True,0.10371446507039728,1,False,False
cju1hhj6mxfp90835n3wofrap,internal_train,True,530,622,530,622,True,0.03566705090092823,1,False,False
cju1hirfi7ekp0855q0vgm9qq,internal_train,True,529,605,529,605,True,0.046696558296489554,1,False,False
cju1hmff8tkp809931jps6fbr,internal_train,True,530,587,530,587,True,0.39063353797692135,2,False,False
cju1hp9i2xu8e0988u2dazk7m,internal_train,True,531,490,531,490,True,0.12834082785656636,1,False,False
cju1hs0za7jha0855vj0mdrjt,internal_train,True,531,571,531,571,True,0.17473557145260074,1,False,False
cju1hyolc7aqu0878rrkfn1lr,internal_train,True,1070,1348,1070,1348,True,0.07646426689592058,1,False,False
cju2hdr06v2bq0799mbm3bks1,internal_train,True,530,621,530,621,True,0.235724485765503,2,False,False
cju2hewssldzx0835ep795xu0,internal_train,True,530,576,530,576,True,0.042348008385744235,1,False,False
cju2hfqnmhisa0993gpleeldd,internal_val,True,530,621,530,621,True,0.01881931151824507,2,False,False
cju2hgsptlfam0835o3b59h1o,internal_train,True,528,530,528,530,True,0.02468553459119497,1,False,False
cju2hjrqcvi2j0801bx1i6gxg,internal_val,True,531,599,531,599,True,0.015487205606330701,2,False,False
cju2hlm19vjjf0801o69qnber,internal_train,True,530,570,530,570,True,0.14835815954981793,1,False,False
cju2hos57llxm08359g92p6jj,internal_train,True,529,622,529,622,True,0.13458931795111811,1,False,False
cju2hqt33lmra0988fr5ijv8j,internal_train,True,528,602,528,602,True,0.14969986408939898,1,False,False
cju2htabevq9108015qjei0x7,internal_train,True,487,332,487,332,True,0.45711387645035995,1,False,False
cju2hugv9vget0799hhk7ksvg,internal_train,True,529,613,529,613,True,0.016020254288771636,1,False,False
cju2hw5gjlr5h0988so2qqres,internal_train,True,530,621,530,621,True,0.19546987512533043,1,False,False
cju2hx006vidl0799igm81vmh,internal_train,True,528,622,528,622,True,0.025458564747149956,1,False,False
cju2i03ptvkiu0799xbbd4det,internal_train,True,528,600,528,600,True,0.08089015151515151,1,False,False
cju2i3hzclw3o0988rrgh911i,internal_train,True,531,598,531,598,True,0.3110084462332067,2,False,False
cju2i6acqvo6l0799u20fift8,internal_train,True,546,623,546,623,True,0.13842096907907503,1,False,False
cju2i8br1vqtd08784u6vmcjk,internal_train,True,531,622,531,622,True,0.18609854609091625,1,False,False
cju2iatlki5u309930zmgkv6h,internal_train,True,522,621,522,621,True,0.2402070569653445,2,False,False
cju2igw4gvxds0878808qj398,internal_train,True,546,626,546,626,True,0.4387675689592623,2,False,False
cju2ij9uiic2l09933ljiv6gm,internal_train,True,530,617,530,617,True,0.036420904559493594,1,False,False
cju2lberzkdzm09938cl40pog,internal_train,True,528,605,528,605,True,0.21028675181567744,1,False,False
cju2lcyfgkf5809932fn9gucn,internal_train,True,530,571,530,571,True,0.06364867990615604,1,False,False
cju2lejzcy4pc0878c9rlonot,internal_train,True,530,571,530,571,True,0.2176089614380597,1,False,False
cju2lyynuymli0855g7fxgbhe,internal_val,True,519,612,519,612,True,0.045436800282091,1,False,False
cju2lz8vqktne0993fuym6drw,internal_train,True,531,613,531,613,True,0.05935736383382027,1,False,False
cju2m56cryvqd0801gtn2yp8t,internal_val,True,546,616,546,616,True,0.03988570952856667,1,False,False
cju2m71z2ywwv080131bcrsd3,internal_train,True,531,570,531,570,True,0.08903426173720554,1,False,False
cju2ma647l0nj0993ot4deq2q,internal_train,True,547,621,547,621,True,0.12820331658261871,3,False,False
cju2mfjndoz700988b9lc3zeq,internal_train,True,531,622,531,622,True,0.09561526210934898,1,False,False
cju2mh8t6p07008350e01tx2a,internal_train,True,528,588,528,588,True,0.06225198412698413,1,False,False
cju2nbdpmlmcj0993s1cht0dz,internal_train,True,530,584,530,584,True,0.25396097182734556,1,False,False
cju2nd7l7z98o0799gfjvyfmw,internal_train,True,1070,1348,1070,1348,True,0.18551332538339943,1,False,False
cju2nfnvxzdkd0878399axlco,internal_train,True,546,598,546,598,True,0.12118845480049494,1,False,False
cju2nguelpmlj0835rojdn097,internal_train,True,529,591,529,591,True,0.16602855050073728,1,False,False
cju2nnqrqzp580855z8mhzgd6,internal_train,True,518,569,518,569,True,0.5774643586594378,2,False,False
cju2np2k9zi3v079992ypxqkn,internal_train,True,531,603,531,603,True,0.10053936219717483,1,False,False
cju2nqapmzvk20801f9us40dx,internal_train,True,547,626,547,626,True,0.13244476114268358,3,False,False
cju2nsmwjlzyl0993jl80chvz,internal_train,True,547,625,547,625,True,0.04799122486288848,1,False,False
cju2ntxtdzlvu0799xl3j9pan,internal_train,True,547,626,547,626,True,0.02691123817978985,1,False,False
cju2nyc5f02m40801ojqbtiea,internal_train,True,531,622,531,622,True,0.09726536717108411,2,False,False
cju2oi8sq0i2y0801mektzvw8,internal_train,True,1070,1348,1070,1348,True,0.7633732216644943,2,False,False
cju2okvco06xc0799kxe5n1qh,internal_train,True,530,577,530,577,True,0.3316798011837415,1,False,False
cju2omjpeqj5a0988pjdlb8l1,internal_train,True,530,566,530,566,True,0.2619907993866258,1,False,False
cju2oo0wh0bqy0878biujeyhe,internal_train,True,530,621,530,621,True,0.08231094096557591,1,False,False
cju2oq5570avm079959o20op1,internal_train,True,547,626,547,626,True,0.19853280455110944,2,False,False
cju2osuru0ki00855txo0n3uu,internal_train,True,528,594,528,594,True,0.1759036067748189,1,False,False
cju2otvvv0l7z0855x7we8cb0,internal_train,True,531,571,531,571,True,0.07307363761992869,1,False,False
cju2ouil2mssu0993hvxsed6d,internal_train,True,511,605,511,605,True,0.030224321133412044,1,False,False
cju2p0eveqtdc0835gpi3p93i,internal_val,True,528,622,528,622,True,0.11042397447140212,1,False,False
cju2p4ddkmzxj0993p94o62av,internal_train,True,529,592,529,592,True,0.08470214070403106,1,False,False
cju2p91qir00k08350ddfif0w,internal_train,True,1070,1348,1070,1348,True,0.050933192822873626,1,False,False
cju2pag1f0s4r0878h52uq83s,internal_train,True,530,570,530,570,True,0.05385302879841112,1,False,False
cju2phaksnahz0993yxogjcpv,internal_train,True,528,622,528,622,True,0.04769560557341908,1,False,False
cju2pjb9v0ywn0878j5g5n69j,internal_val,True,529,622,529,622,True,0.08960059324454926,1,False,False
cju2pkwt3r8b90988v2ywq1px,internal_train,True,530,622,530,622,True,0.06499423648607656,1,False,False
cju2pmhtr17a00855cvpelzb0,internal_train,True,530,622,530,622,True,0.101665352181035,1,False,False
cju2qdj95ru8g09886gfi9rsz,internal_train,True,531,571,531,571,True,0.4281021500588718,2,False,False
cju2qfie4rvz508357kad9z5o,internal_train,True,529,622,529,622,True,0.103094475410135,1,False,False
cju2qh5le1ock0878oahaql7d,internal_train,True,530,622,530,622,True,0.1417339076624401,1,False,False
cju2qn2fzs1vy0988l243cvzy,internal_train,True,547,597,547,597,True,0.20701619002997926,1,False,False
cju2qozsk20cq0855ugrg3cri,internal_train,True,546,626,546,626,True,0.1051884749967817,1,False,False
cju2qqn5ys4uo0988ewrt2ip2,internal_train,True,546,626,546,626,True,0.5136601949700991,1,False,False
cju2qs32r1vys07999conmbvx,internal_train,True,528,622,528,622,True,0.01636339277014518,1,False,False
cju2qtee81yd708787bsjr75d,internal_train,True,530,511,530,511,True,0.1111065982350552,1,False,False
cju2qu37qobl50993aw7ghcfq,internal_train,True,528,543,528,543,True,0.045820776829064123,1,False,False
cju2qvuj1s9ok0835tp2k4ozh,internal_train,True,531,605,531,605,True,0.3105072294594637,1,False,False
cju2qxxko229x08786gvxxhur,internal_train,True,530,484,530,484,True,0.3606580383595821,1,False,False
cju2qz06823a40878ojcz9ccx,internal_train,True,530,603,530,603,True,0.10744078350386432,1,False,False
cju2r11x7sdgx0988o8ule0wl,internal_train,True,528,622,528,622,True,0.13883002046185325,1,False,False
cju2r2obh2bjm08553kng0rh7,internal_val,True,458,474,458,474,True,0.2026421977779006,1,False,False
cju2r6mt2om21099352pny5gw,internal_train,True,528,608,528,608,True,0.30492735745614036,1,False,False
cju2r7h21sj9608354gzks3ae,internal_train,True,530,614,530,614,True,0.03315407780714154,1,False,False
cju2r91dg2k090801bh0xzbxk,internal_train,True,1070,1348,1070,1348,True,0.04688565961341135,1,False,False
cju2raxlosl630988jdbfy9b0,internal_train,True,528,557,528,557,True,0.32865118872749033,2,False,False
cju2rga4psq9n09881z519xx0,internal_val,True,529,622,529,622,True,0.05474747597541925,1,False,False
cju2ricdv2iys0878sv1adh0u,internal_val,True,530,616,530,616,True,0.7449491546189659,2,False,False
cju2rkjfwoxys0993x768l1j2,internal_train,True,401,597,401,597,True,0.27740113702343805,1,False,False
cju2rlqdnoz9k0993cpjae3x0,internal_train,True,531,592,531,592,True,0.17470224461749886,1,False,False
cju2rmd2rsw9g09888hh1efu0,internal_train,True,531,570,531,570,True,0.0069118181517824695,1,False,False
cju2rn0hasxri0835nfy3buay,internal_train,True,531,622,531,622,True,0.03330487280566304,1,False,False
cju2rnkt22xep0801as160g9t,internal_train,True,454,558,454,558,True,0.03084095179448313,2,False,False
cju2ro5jqsy680988pi6qsujw,internal_val,True,531,622,531,622,True,0.21652708897245385,2,False,False
cju2rpa30t07b0835im0erql0,internal_train,True,529,621,529,621,True,0.1002407848795619,1,False,False
cju2rqo702wpx0855fn7d5cxh,internal_train,True,529,621,529,621,True,0.02907987300195733,1,False,False
cju2rxm8rpbaf0993o3qr2oph,internal_train,True,531,571,531,571,True,0.04441937856405487,1,False,False
cju2rz4k434s70855wwx3ddtx,internal_train,True,530,612,530,612,True,0.15139351338019486,2,False,False
cju2rzpsmtb0f0835jabkbao1,internal_train,True,528,528,528,528,True,0.0304178145087236,1,False,False
cju2s16zp317h0799gr67jqc2,internal_train,True,531,622,531,622,True,0.284871715685384,1,False,False
cju2s2527pfyr0993l3h1149a,internal_train,True,529,622,529,622,True,0.027990688005640686,1,False,False
cju2s9g11pnra0993gn4eh793,internal_train,True,530,622,530,622,True,0.4737972456470303,2,False,False
cju2saez63gxl08559ucjq3kt,internal_train,True,530,557,530,557,True,0.13290877680295382,1,False,False
cju2sevf53lkx08558h5bpaig,internal_train,True,547,626,547,626,True,0.23424312690189297,1,False,False
cju2sggy13na70855tbeoqgha,internal_train,True,530,559,530,559,True,0.2529449488642117,1,False,False
cju2spdagu1l50835da1f46fr,internal_train,True,525,465,525,465,True,0.04323604710701485,1,False,False
cju2srvy5440s0801y1ba9akr,internal_train,True,528,622,528,622,True,0.31751802591834744,2,False,False
cju2sszfq3uye0878sucelzk2,internal_train,True,531,622,531,622,True,0.6168334938022659,2,False,False
cju2suk42469908015ngmq6f2,internal_train,True,528,609,528,609,True,0.09426158133054685,1,False,False
cju2sxf3iqbpv09937iksn8ep,internal_train,True,529,622,529,622,True,0.17526243169481945,1,False,False
cju2syxa93yw40799x2iuwabz,internal_train,True,474,602,474,602,True,0.021394928298078136,1,False,False
cju2t16vuucaq0835xcpsivn2,internal_val,True,531,622,531,622,True,0.06639175008023447,1,False,False
cju2t2ivz43i10878zeg8r1br,internal_val,True,528,607,528,607,True,0.03570715391143727,1,False,False
cju2t3ibkuecr0835o7si16zv,internal_train,True,530,613,530,613,True,0.038197543784049985,1,False,False
cju2t62nq45jl0799odpufwx6,internal_train,True,528,622,528,622,True,0.19995676215531522,1,False,False
cju2t9tdwuk700835kv0ljmtl,internal_train,True,473,605,473,605,True,0.16295493858438315,1,False,False
cju2ti1du4idn0878giuozonw,internal_train,True,530,571,530,571,True,0.10684664441727522,1,False,False
cju2tjrog4jy30878pawyazqc,internal_val,True,530,622,530,622,True,0.11739974519201601,1,False,False
cju2top2ruxxy0988p1svx36g,internal_train,True,530,570,530,570,True,0.20291294273419397,1,False,False
cju2tpfa5uyx408359datxqqj,internal_train,True,528,622,528,622,True,0.10155108155510084,1,False,False
cju2tqfgw4oat0799rn0g5b2z,internal_val,True,529,614,529,614,True,0.12207902563376292,1,False,False
cju2trbpkv0c00988hxla5dzz,internal_train,True,531,610,531,610,True,0.1777252940631657,1,False,False
cju2trtjf4qjd0878a2zle9v9,internal_train,True,528,598,528,598,True,0.028776477146042364,1,False,False
cju2tvrvm53ws0801a0jfjdxg,internal_train,True,531,568,531,568,True,0.13244675207554177,1,False,False
cju2txjfzv60w098839dcimys,internal_train,True,430,551,430,551,True,0.08810619170219051,1,False,False
cju2tzypl4wss0799ow05oxb9,internal_train,True,531,622,531,622,True,0.27257918990438473,2,False,False
cju2u2b9o4zvp08788qb9nqxj,internal_train,True,527,564,527,564,True,0.2413433458489779,1,False,False
cju2u4pymvc720988wsxrmi84,internal_train,True,530,541,530,541,True,0.31164510166358594,1,False,False
cju2u73dj53oz0878486k8k4b,internal_train,True,529,524,529,524,True,0.13960158155240335,1,False,False
cju2ueb6j5ado0878vf5md13o,internal_train,True,1070,1348,1070,1348,True,0.09750963698383205,2,False,False
cju2ulk385h170799rlklxob0,internal_train,True,528,596,528,596,True,0.32298975493186904,2,False,False
cju2uokeg5jm20799xwgsyz89,internal_train,True,530,570,530,570,True,0.311770936775902,1,False,False
cju2upu4evw7g08358guwozxv,internal_val,True,528,616,528,616,True,0.0505737160566706,1,False,False
cju2urqpwvxw70835rvndvtsi,internal_train,True,474,626,474,626,True,0.031413030290775266,1,False,False
cju2uwz9f5yf1085506cfamfx,internal_val,True,1011,1220,1011,1220,True,0.26253749736505,1,False,False
cju2uy8ox62jo0801g88hh42z,internal_train,True,528,622,528,622,True,0.06399201013348924,1,False,False
cju2uzabhs6er0993x3aaf87p,internal_train,True,528,612,528,612,True,0.10119268667062785,1,False,False
cju2wtwj87kys0855kx6mddzw,internal_train,True,547,626,547,626,True,0.4114250836686895,1,False,False
cju2wve9v7esz0878mxsdcy04,internal_train,True,529,620,529,620,True,0.05493017866943106,1,False,False
cju2wx0gh7fpz0878wwyd9ep8,internal_train,True,529,616,529,616,True,0.05904917388849336,1,False,False
cju2wxv0hxs2f09884w48v8fi,internal_train,True,529,622,529,622,True,0.017077054929825735,1,False,False
cju2wzu8wxtgu09880ku9x1pg,internal_val,True,529,622,529,622,True,0.1591700654635635,2,False,False
cju2x7vw87mu30878hye2ca0m,internal_train,True,1070,1348,1070,1348,True,0.20242380542998975,1,False,False
cju2xa3i4y0160988i679zsqd,internal_train,True,528,619,528,619,True,0.10541807411758947,1,False,False
cju2xbk0080y80801eghyddi2,internal_train,True,529,621,529,621,True,0.074354127284184,1,False,False
cju2xd75m82720801q4s4ik3n,internal_train,True,1011,1220,1011,1220,True,0.11193753952424965,1,False,False
cju2xf8e5y2wm08359vcgk09b,internal_train,True,530,571,530,571,True,0.35174966130258073,1,False,False
cju2xjz2ju8pe0993ysv9wg17,internal_train,True,530,593,530,593,True,0.15500334086353368,1,False,False
cju2xlcqxy9c60988vjacdznb,internal_train,True,529,621,529,621,True,0.1871516457692179,1,False,False
cju2xs6na81t20878pt6nkfip,internal_train,True,531,570,531,570,True,0.23547427891763306,1,False,False
cju2xwm1s84l50799i60mq0pu,internal_train,True,547,626,547,626,True,0.04621198404308134,1,False,False
cju2xyd9vyi7m098831qcucse,internal_train,True,528,622,528,622,True,0.22282105622137777,1,False,False
cju2y0z6g87p10878fpk5d3rq,internal_train,True,530,554,530,554,True,0.2339554526258429,1,False,False
cju2y26c588bo07993ksd8eoz,internal_train,True,530,621,530,621,True,0.07353629265032054,1,False,False
